title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date,Title Product,Title Note,Assignment,Product Name,Number of Patents,Count,Assignment,Patent No.,Patent Issued,Patent Owner,Patent Extended Period (days),Company,Reg Rev Period,Testing Phase,Approval Phase,IND/IDE Filing Date,NDA/PMA Filing Date,Approval Date,Application No.,Pat Term Ext,row_identifier,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Proprietary Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation
Determination of Regulatory Review Period for Purposes of Patent Extension; MYCAMINE-New Drug Application 21-506,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for MYCAMINE and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of Patents and Trademarks, Department of Commerce, for the extension of patents which claim that human drug product.",71 FR 56157,E6-15767,https://www.federalregister.gov/documents/2006/09/26/E6-15767/determination-of-regulatory-review-period-for-purposes-of-patent-extension-mycamine-new-drug,https://www.govinfo.gov/content/pkg/FR-2006-09-26/pdf/E6-15767.pdf,9/26/2006, MYCAMINE-New Drug Application 21-506,,Anthony,MYCAMINE,2,351,Anthony,6107458 and 6265536,,,,"Astellas Pharma, Inc.",2546,1493,1053,2006-02-24,1998-03-29,2005-03-16,NDA 21-506,1192,21506,,,,,,,,,,,Mycamine,micafungin sodium,Fujisawa Healthcare,NDA,21506,21754,2002-04-29,2005-03-16,2005,"[A] prophylaxis of Candida infections in patients undergoing hematopoietic stem cell transplantation
[B] treatment of esophageal candidiasis",,Priority (indication [A] only),No,No,,No
Determination of Regulatory Review Period for Purposes of Patent Extension; LYRICA (New Drug Application 21-446),Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for LYRICA (new drug application (NDA) 21-446) and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",71 FR 56540,E6-15908,https://www.federalregister.gov/documents/2006/09/27/E6-15908/determination-of-regulatory-review-period-for-purposes-of-patent-extension-lyrica-new-drug,https://www.govinfo.gov/content/pkg/FR-2006-09-27/pdf/E6-15908.pdf,9/27/2006, LYRICA (New Drug Application 21-446),,Anthony,,0,351,Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; PLENAXIS,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for PLENAXIS and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that human drug product.",71 FR 57545,E6-15969,https://www.federalregister.gov/documents/2006/09/29/E6-15969/determination-of-regulatory-review-period-for-purposes-of-patent-extension-plenaxis,https://www.govinfo.gov/content/pkg/FR-2006-09-29/pdf/E6-15969.pdf,9/29/2006, PLENAXIS,,Anthony,PLENAXIS,1,352,Anthony,5843901,,,,"Praecis Pharmaceuticals, Inc.",2566,1487,1079,2004-10-19,1996-11-17,2003-11-25,NDA 21-320,725,21320,,,,,,,,,,,Plenaxis,abarelix,Praecis Pharmaceuticals,NDA,21320,,2000-12-12,2003-11-25,2003,"palliative treatment of men with advanced symptomatic prostate cancer, in whom LHRH agonist therapy is not appropriate and who refuse surgical castration, and have one or more of the following:  risk of neurological compromise due to metastases, ureteral or bladder outlet obstruction due to local encroachment or metastatic disease, or severe bone pain from skeletal metastases persisting on narcotic analgesia",,Priority,No,No,,No
Determination of Regulatory Review Period for Purposes of Patent Extension; TARCEVA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for TARCEVA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",71 FR 57546,E6-15987,https://www.federalregister.gov/documents/2006/09/29/E6-15987/determination-of-regulatory-review-period-for-purposes-of-patent-extension-tarceva,https://www.govinfo.gov/content/pkg/FR-2006-09-29/pdf/E6-15987.pdf,9/29/2006, TARCEVA,,Anthony,TARCEVA,1,353,Anthony,5747498,,,,"Pfizer, Inc.",2653,2541,112,2005-07-08,1997-08-16,2004-11-18,NDA 21-743,1261,21743,,,,,,,,,,,Tarceva,erlotinib hydrochloride,OSI Pharmaceuticals,NDA,21743,,2004-07-30,2004-11-18,2004,treatment of locally advanced or metastatic Non Small-Cell Lung Cancer (NSCLC) after failure of at least one prior chemotherapy regimen,,Priority,No,No,,Yes
Determination of Regulatory Review Period for Purposes of Patent Extension; LYRICA (New Drug Application 21-723),Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for LYRICA (new drug application (NDA) 21-723) and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",71 FR 57545,E6-15962,https://www.federalregister.gov/documents/2006/09/29/E6-15962/determination-of-regulatory-review-period-for-purposes-of-patent-extension-lyrica-new-drug,https://www.govinfo.gov/content/pkg/FR-2006-09-29/pdf/E6-15962.pdf,9/29/2006, LYRICA (New Drug Application 21-723),,Anthony,,0,353,Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; BYETTA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for BYETTA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that human drug product.",71 FR 57977,E6-16086,https://www.federalregister.gov/documents/2006/10/02/E6-16086/determination-of-regulatory-review-period-for-purposes-of-patent-extension-byetta,https://www.govinfo.gov/content/pkg/FR-2006-10-02/pdf/E6-16086.pdf,10/2/2006, BYETTA,,John,BYETTA (exenatide injection),1,354,Anthony,5424286,,,,"Amylin Pharmaceuticals, Inc",2271,1968,303,1999-02-10,2004-06-30,2005-04-28,NDA 21-773,1286,21773,,,,,,,,,,,Byetta,exenatide,Amylin Pharmaceuticals,NDA,21773,,2004-06-30,2005-04-28,2005,"indicated to improve glycemic control in patients with type 2 diabetes mellitus who have not achieved adequate glycemic control on metformin, a sulfonylurea, or a combination of metformin and a sulfonylurea",,Standard,No,No,,No
Determination of Regulatory Review Period for Purposes of Patent Extension; NATRECOR,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for NATRECOR and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that human drug product.",71 FR 57979,E6-16091,https://www.federalregister.gov/documents/2006/10/02/E6-16091/determination-of-regulatory-review-period-for-purposes-of-patent-extension-natrecor,https://www.govinfo.gov/content/pkg/FR-2006-10-02/pdf/E6-16091.pdf,10/2/2006, NATRECOR,,John,NATRECOR,1,355,Anthony,5114923,,,,"Scios, Inc.",2790,1588,1202,2006-05-19,1993-12-22,2001-08-10,NDA 20-920,5,20920,,,,,,,,,,,Natrecor,nesiritide,Scios,NDA,20920,,1998-04-27,2001-08-10,2001,treatment of patients with acutely decompensated congestive heart failure who have dyspnea at rest or with minimal activity,,Standard,No,No,,No
Determination of Regulatory Review Period for Purposes of Patent Extension; DRAXXIN,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for DRAXXIN and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that animal drug product.",71 FR 57978,E6-16087,https://www.federalregister.gov/documents/2006/10/02/E6-16087/determination-of-regulatory-review-period-for-purposes-of-patent-extension-draxxin,https://www.govinfo.gov/content/pkg/FR-2006-10-02/pdf/E6-16087.pdf,10/2/2006, DRAXXIN,,John,DRAXXIN,1,1,John,6420536,,,,"Pfizer, Inc.",2451,2414,37,2006-02-24,1998-09-09,2005-05-24,NADA 141-244,360,141244,,,,,,,,,,,,,,,,,,,,,,,,,,
Redetermination of Regulatory Review Period for Purposes of Patent Extension; BONIVA; Correction,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is correcting a notice that appeared in the Federal Register of June 22, 2006 (71 FR 35918). The document announced that FDA had determined the regulatory review period for BONIVA. The notice provided that on or before August 21, 2006, anyone with knowledge that any of the dates as published are incorrect may submit a request for a redetermination of the regulatory review period. A request for revision of the regulatory review period was filed for the product on July 25, 2006. FDA reviewed its records and found that the effective date of the investigational new drug application (IND) was incorrect because of a clerical error. Therefore, FDA is republishing a determination of the regulatory review period to reflect the corrected effective date for the IND. FDA has made a determination of the regulatory review period because of the submission of an application to the Director of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",71 FR 59797,E6-16816,https://www.federalregister.gov/documents/2006/10/11/E6-16816/redetermination-of-regulatory-review-period-for-purposes-of-patent-extension-boniva-correction,https://www.govinfo.gov/content/pkg/FR-2006-10-11/pdf/E6-16816.pdf,10/11/2006, BONIVA, Correction,John,BONIVA,1,2,John,4927814,,,,"Hoffmann-La Roche, Inc.",3122,2817,305,2004-10-19,"MD 20857, 301",2003-05-16,NDA 21-455,1713,21455,,,,,,,,,,,Boniva,ibandronate sodium,Hoffmann-La Roche,NDA,21455,,2002-07-16,2003-05-16,2003,treatment and prevention of postmenopausal osteoporosis,,Standard,No,No,,No
Determination of Regulatory Review Period for Purposes of Patent Extension; TYGACIL,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for TYGACIL and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",72 FR 7664,E7-2805,https://www.federalregister.gov/documents/2007/02/16/E7-2805/determination-of-regulatory-review-period-for-purposes-of-patent-extension-tygacil,https://www.govinfo.gov/content/pkg/FR-2007-02-16/pdf/E7-2805.pdf,2/16/2007, TYGACIL,,John,TYGACIL,1,3,John,5494903,,,,Wyeth Holdings Corp.,2487,2304,183,2006-06-14,1998-08-26,2005-06-15,NDA 21-821,1335,21821,,,,,,,,,,,Tygacil,tigecycline,Wyeth Pharmaceuticals,NDA,21821,,2004-12-15,2005-06-15,2005,treatment of Complicated Skin and Skin Structure Infections (cSSSI) and Complicated Intra-abdominal Infections (cIAI),,Priority,No,No,,No
Determination of Regulatory Review Period for Purposes of Patent Extension; LEVEMIR,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for LEVEMIR and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that human drug product.",72 FR 7999,E7-3001,https://www.federalregister.gov/documents/2007/02/22/E7-3001/determination-of-regulatory-review-period-for-purposes-of-patent-extension-levemir,https://www.govinfo.gov/content/pkg/FR-2007-02-22/pdf/E7-3001.pdf,2/22/2007, LEVEMIR,,John,LEVEMIR,1,4,John,5750497,,,,Novo Nordisk A/S,2896,1971,925,2006-07-24,1997-07-14,2005-06-16,NDA 21-536,1496,21536,,,,,,,,,,,Levemir,insulin detemir,Novo Nordisk,BLA,21536,,2002-12-05,2005-06-16,2005,treatment of adult patients with Type 1 or Type 2 diabetes mellitus who require basal (long-acting) insulin for the control of hyperglycemia,,Standard,No,No,,No
