title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date,Title Product,Title Note,Assignment,Product Name,Patent No.,Company,Reg Rev Period,Testing Phase,Approval Phase,IND/IDE Filing Date,NDA/PMA Filing Date,Approval Date,Application No.,Pat Term Ext
Determination of Regulatory Review Period for Purposes of Patent Extension; Inspire Upper Airway Stimulation System,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Inspire Upper Airway Stimulation System (Inspire UAS System) and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",82 FR 49029,2017-22897,https://www.federalregister.gov/documents/2017/10/23/2017-22897/determination-of-regulatory-review-period-for-purposes-of-patent-extension-inspire-upper-airway,https://www.govinfo.gov/content/pkg/FR-2017-10-23/pdf/2017-22897.pdf,2017-10-23, Inspire Upper Airway Stimulation System,,Jonathan,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; RAPIVAB,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for RAPIVAB and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",82 FR 56244,2017-25676,https://www.federalregister.gov/documents/2017/11/28/2017-25676/determination-of-regulatory-review-period-for-purposes-of-patent-extension-rapivab,https://www.govinfo.gov/content/pkg/FR-2017-11-28/pdf/2017-25676.pdf,2017-11-28, RAPIVAB,,Jonathan,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; YONDELIS,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for YONDELIS and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",82 FR 56246,2017-25683,https://www.federalregister.gov/documents/2017/11/28/2017-25683/determination-of-regulatory-review-period-for-purposes-of-patent-extension-yondelis,https://www.govinfo.gov/content/pkg/FR-2017-11-28/pdf/2017-25683.pdf,2017-11-28, YONDELIS,,Jonathan,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; SAVAYSA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for SAVAYSA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",82 FR 56252,2017-25703,https://www.federalregister.gov/documents/2017/11/28/2017-25703/determination-of-regulatory-review-period-for-purposes-of-patent-extension-savaysa,https://www.govinfo.gov/content/pkg/FR-2017-11-28/pdf/2017-25703.pdf,2017-11-28, SAVAYSA,,Jonathan,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; ZERBAXA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ZERBAXA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",82 FR 56253,2017-25682,https://www.federalregister.gov/documents/2017/11/28/2017-25682/determination-of-regulatory-review-period-for-purposes-of-patent-extension-zerbaxa,https://www.govinfo.gov/content/pkg/FR-2017-11-28/pdf/2017-25682.pdf,2017-11-28, ZERBAXA,,Jonathan,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Senza Spinal Cord Stimulation System,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Senza Spinal Cord Stimulation System and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",82 FR 56250,2017-25684,https://www.federalregister.gov/documents/2017/11/28/2017-25684/determination-of-regulatory-review-period-for-purposes-of-patent-extension-senza-spinal-cord,https://www.govinfo.gov/content/pkg/FR-2017-11-28/pdf/2017-25684.pdf,2017-11-28, Senza Spinal Cord Stimulation System,,Jonathan,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; XURIDEN,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for XURIDEN and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",82 FR 56605,2017-25770,https://www.federalregister.gov/documents/2017/11/29/2017-25770/determination-of-regulatory-review-period-for-purposes-of-patent-extension-xuriden,https://www.govinfo.gov/content/pkg/FR-2017-11-29/pdf/2017-25770.pdf,2017-11-29, XURIDEN,,Jonathan,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; VELTASSA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for VELTASSA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",82 FR 56609,2017-25761,https://www.federalregister.gov/documents/2017/11/29/2017-25761/determination-of-regulatory-review-period-for-purposes-of-patent-extension-veltassa,https://www.govinfo.gov/content/pkg/FR-2017-11-29/pdf/2017-25761.pdf,2017-11-29, VELTASSA,,Jonathan,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; REXULTI,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for REXULTI and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",82 FR 56612,2017-25772,https://www.federalregister.gov/documents/2017/11/29/2017-25772/determination-of-regulatory-review-period-for-purposes-of-patent-extension-rexulti,https://www.govinfo.gov/content/pkg/FR-2017-11-29/pdf/2017-25772.pdf,2017-11-29, REXULTI,,Jonathan,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; SOLX SYSTEM,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for SOLX SYSTEM and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",82 FR 56613,2017-25773,https://www.federalregister.gov/documents/2017/11/29/2017-25773/determination-of-regulatory-review-period-for-purposes-of-patent-extension-solx-system,https://www.govinfo.gov/content/pkg/FR-2017-11-29/pdf/2017-25773.pdf,2017-11-29, SOLX SYSTEM,,Jonathan,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; ADVANTAME,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ADVANTAME and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that food additive.",82 FR 56828,2017-25780,https://www.federalregister.gov/documents/2017/11/30/2017-25780/determination-of-regulatory-review-period-for-purposes-of-patent-extension-advantame,https://www.govinfo.gov/content/pkg/FR-2017-11-30/pdf/2017-25780.pdf,2017-11-30, ADVANTAME,,Jonathan,,,,,,,,,,,
