document_id,Product Name,Patent No.,Company,Reg Rev Period,Testing Phase,Approval Phase,IND/IDE Filing Date,NDA/PMA Filing Date,Approval Date,Application No.,Pat term ext
2014-07331,FIRAZYR (icatibant acetate,"5,648,333","Sanofi-Aventis Deutschland GmbH, and the Patent and Trademark Office requested FDA's assistance in determining this patent's eligibility for patent term restoration",2663,1263,1400,"May 12, 2004",,"August 25, 2011",the date the investigational new drug application became effective,
2014-07333,,,"Regeneron Pharmaceuticals, Inc",2349,2075,274,"June 15, 2005",,"November 18, 2011",the date the investigational new drug application became effective,
2014-07336,,,"Novartis Animal Health US, Inc",1704,1650,54,,,"March 8, 2011",NADA 141-320,
2014-07329,,"7,136,699","Novocure Limited, and the Patent and Trademark Office requested FDA's assistance in determining this patent's eligibility for patent term restoration",1001704,1468,236,,,"April 8, 2011","the date the investigational device exemption (IDE) required under section 520(g) of the FD&C Act for human tests to begin became effective August 10, 2006.
                

                    2. 
                    The date an application",807
2014-07657,,"6,208,749",MELA Sciences Inc,3837,2961,876,,,"November 1, 2011",the premarket approval application (PMA) for MELAFIND SYSTEM (PMA P090012),2355
2014-09772,,,"AstraZeneca UK Limited, and the Patent and Trademark Office requested FDA's assistance in determining this patent's eligibility for patent term restoration",2976,2364,612,"May 29, 2003",,"July 20, 2011",the date the investigational new drug application became effective,
2014-09910,,,"Medarex, Inc",3879,3605,274,"August 12, 2000",,"March 25, 2011",the date the investigational new drug application became effective,
2014-09911,,"7,125,879",Janssen Pharmaceutica N,2396,2094,302,"October 29, 2004",,"May 20, 2011",the date the investigational new drug application became effective,768
2014-10904,,"5,407,914","Discovery Laboratories, Inc",7124,4239,2885,"September 5, 1992",,"March 6, 2012",the date the investigational new drug application became effective,
2014-10945,,"7,407,955",Boehringer Ingelheim Pharma GmbH & Co,2051,1746,305,"September 21, 2005",,"May 2, 2011",the date the investigational new drug application became effective,629
2014-10951,,"7,534,441",Pfizer Inc,2555,2498,57,,,"March 22, 2011",NADA 141-322,366
2014-11175,,,"Onyx Therapeutics, Inc",2565,2267,298,"July 14, 2005",,"July 20, 2012",the date the investigational new drug application became effective,
2014-11176,,,Human Genome Sciences Inc,3426,3152,274,"October 23, 2001",,"March 9, 2011",the date the investigational new drug application became effective,
2014-11172,,"6,573,293","Sugen, Inc",2711,2681,30,,,"May 22, 2009",NADA 141-295,
2014-11516,,"7,951,557",Protalix Ltd,2483,1746,737,"July 16, 2005",,"May 1, 2012",the date the investigational new drug application became effective,336
2014-11517,,"5,886,035",Asahi Glass Company Ltd,3881,3481,400,,,"February 10, 2012",the new drug application (NDA) for ZIOPTAN (NDA 202514),
2014-11515,,,"Genentech, Inc",3925,3741,184,"September 11, 2001",,"June 8, 2012",the date the investigational new drug application became effective,
2014-11521,,"7,410,656",Leo Laboratories Ltd,2737,2432,305,,,"January 23, 2012",the new drug application (NDA) for Picato (NDA 202833),783
2014-11523,,"7,414,105","Affymax, Inc",2528,2222,306,"April 27, 2005",,"March 27, 2012",the date the investigational new drug application became effective,684
2014-11525,,"7,820,671","Vertex Pharmaceuticals Incorporated, and the Patent and Trademark Office requested FDA's assistance in determining this patent's eligibility for patent term restoration",2003,1821,182,,,"May 23, 2011",the new drug application (NDA) for INCIVEK (NDA 201-917),87
2014-11926,,"7,304,036","Ironwood Pharmaceuticals, Inc",2863,2475,388,"October 30, 2004",,"August 30, 2012",the date the investigational new drug application became effective,945
2014-11925,,"6,534,524","Agouron Pharmaceuticals, Inc",3699,3410,289,,,"January 27, 2012",the new drug application (NDA) for INLYTA (NDA 202324),1763
2014-12292,,,Astellas Pharma Inc,2213,1908,305,,,"June 28, 2012",the new drug application (NDA) for MYRBETRIQ (NDA 202611),
2014-12294,,,the Henry M,2924,1886,1038,,,"June 14, 2012",the biologics license application (BLA) for MENHIBRIX (BLA 125363),
2014-12279,,,"Seattle Genetics, Inc",1851,1678,173,,,"August 19, 2011",the date the investigational new drug application (IND) became effective,229
2014-12277,,,"Seattle Genetics, Inc",1851,1678,173,"July 27, 2006",,"August 19, 2011",the date the investigational new drug application became effective,1002
2014-12295,,"7,419,696","Medtronic, Inc",1586,1263,323,,,"February 17, 2012",the premarket approval application (PMA) for RESOLUTE INTEGRITY ZOTAROLIMUS-ELUTING CORONARY STENT SYSTEM (PMA P110013),794
2014-12349,,"7,157,456","Bayer Pharma Aktiengesellschaft, and the Patent and Trademark Office requested FDA's assistance in determining this patent's eligibility for patent term restoration",3291,2222,1069,,,"July 1, 2011",the new drug application (NDA) for XARELTO (NDA 22-406),1354
2014-12350,,"5,985,844",Merck Sharp & Dohme Corp,2990,2930,60,,,"June 16, 2011",NADA 141-328,1826
2014-12561,,"7,495,103",Vertex Pharmaceuticals Inc,2121,2015,106,"April 13, 2006",,"January 31, 2012",the date the investigational new drug application became effective,0
2014-12562,,"7,008,765","The Johns Hopkins University & The Stichting Katholieke Universiteit, The University Medical Centre Nijmegen, and the Patent and Trademark Office requested FDA's assistance in determining this patent's eligibility for patent term restoration",3936,383,553,,,"February 13, 2012",the premarket approval application (PMA) for PROGENSA PCA3 ASSAY (PMA 100033),745
2014-12808,,RE39941,"Auxilium Pharmaceuticals, Inc",5278,4937,341,"August 24, 1995",,"February 2, 2010",the date the investigational new drug application became effective,1806
2014-13444,,"6,656,935",Mitsubishi Tanabe Pharma Corp,3770,3466,304,"January 2, 2002",,"April 27, 2012",the date the investigational new drug application became effective,1686
2014-13445,,"5,514,154",Abbott Cardiovascular Systems Inc,890,694,196,,,"November 1, 2011","the date the investigational device exemption (IDE) required under section 520(g) of the FD&C Act for human tests to begin became effective May 27, 2009.
                

                    2. 
                    The date an application",630
2014-13566,,"7,173,038","AstraZeneca AB, and the Patent and Trademark Office requested FDA's assistance in determining this patent's eligibility for patent term restoration",4009,3735,274,,,"April 6, 2011",the new drug application (NDA) for VANDETANIB (NDA 22-405),898
2014-13567,,"RE42,353","AstraZeneca UK Limited, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",4009,3735,274,,,"April 6, 2011",the new drug application (NDA) for Vandetanib (NDA 22-405),1738
2014-13637,,"6,514,946","Koueki Zaidan Hojin Biseibutsu Kagaku Kenkyu Kai, and USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",2903,2842,61,,,"May 14, 2012",NADA 141-334,1524
2014-13638,,"6,878,721","Novartis AG, and USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",3097,2171,926,"January 9, 2003",,"July 1, 2011",the date the investigational new drug application became effective,1597
2014-13640,,,"Medtronic CryoCath LP, and the Patent and Trademark Office requested FDA's assistance in determining the patents' eligibility for patent term restoration",2670,2389,281,,,"December 17, 2010",the date the investigational device exemption required under section 520(g) of the FD&C Act for human tests to begin became effective,
2014-15021,,RE43298,"Schering Corporation and Dendreon Corporation, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",2160,1980,180,,,"May 13, 2011",the new drug application (NDA) for VICTRELIS (NDA 202-258),1032
2014-16237,,"6,818,787","XenoPort, Inc",2277,1459,818,"January 12, 2005",,"April 6, 2011",the date the investigational new drug application became effective,882
2014-25032,,,"Durant Wayland, Inc",1950,,,,,,FAP 7M4768,
2015-07809,,"5,712,279","Aegerion Pharmaceuticals, Inc",6002,5705,297,"July 18, 1996",,"December 21, 2012",the date the investigational new drug application became effective,
2015-08362,,"7,176,220",Japan Tobacco Inc,2666,2360,306,,,"August 27, 2012",NDA 203-100,1021
2015-08615,,"5,679,709","sanofi-aventis Deutschland GMBH, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",2940,2542,398,"August 27, 2004",,"September 12, 2012",the date the investigational new drug application became effective,
2015-08616,,"6,794,410",Aventis Pharmaceuticals Inc,2940,2542,398,"August 27, 2004",,"September 12, 2012",the date the investigational new drug application became effective,1625
2015-08845,,"5,968,979","Hyperion Therapeutics, Inc",2126,1719,407,,,"February 1, 2013",the new drug application (NDA) for RAVICTI (NDA 203284),1450
2015-09302,,"7,579,473","Exelixis, Incorporated, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",2698,2513,185,"July 13, 2005",,"November 29, 2012",the date the investigational new drug application became effective,688
2015-09521,,"5,762,939","Protein Sciences Corporation, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",3010,1275,1735,,,"January 16, 2013",the biologics license application (BLA) for FLUBLOK (BLA 125285/0),
2015-09522,,"7,511,131","Genzyme Corporation, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",2601,2294,307,"December 18, 2005",,"January 29, 2013",the date the investigational new drug application became effective,853
2015-09902,,"7,828,766",Abbott Cardiovascular Systems Inc,178,0,178,,,"December 21, 2012",the PMA for Xience Xpedition Everolimus Eluting Coronary Stent System (PMA P110019S025),178
2015-10337,,"8,173,663",Takeda Pharmaceuticals U,3021,1164,1857,,,"January 25, 2013",the new drug application (NDA) for NESINA (NDA 22-271),264
2015-10333,,RE42376,"Wyeth Holdings Corporation, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",3032,2739,293,,,"September 4, 2012",the new drug application (NDA) for BOSULIF (NDA 203-341),1664
2015-10335,,"8,288,539","Takeda Pharmaceutical Company Limited, and the USPTO requested FDA's assistance in determining this 
                    

      ( print page 25303)
    
                    patent's eligibility for patent term restoration",1365,934,431,,,"January 25, 2013",the new drug application (NDA) for KAZANO (NDA 203-414),102
2015-10336,,,"Almiral, S",3136,2739,397,"December 24, 2003",,"July 23, 2012",the date the investigational new drug application became effective,
2015-10334,,,Cameron Health Inc,1024,743,281,,,"September 28, 2012","the date the investigational device exemption (IDE) required under section 520(g) of the FD&C act for human tests to begin became effective December 11, 2009.
                

                    2. 
                    The date an application",
2015-10338,,"8,062,345 B2",Bolton Medical Inc,2852,2529,323,,,"September 21, 2012",the premarket approval application (PMA) for the RELAY THORACIC STENT-GRAFT WITH PLUS DELIVERY SYSTEM (PMA P110038),225
2015-11004,,"6,987,103","Robin, Mahon, Maisonneuve, Maloisel, and Blanchard, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",4182,3037,1145,,,"October 26, 2012",the NDA for SYNRIBO,1217
2015-11000,,,"NPS Pharmaceuticals, Inc",262734959,4571,388,"May 27, 1999",,"December 21, 2012",the date the investigational new drug application became effective,
2015-10994,,"7,473,761","Novartis AG, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",3440,3138,302,,,"December 14, 2012",the new drug application (NDA) for SIGNIFOR (NDA 200677),503
2015-11002,,"6,329,404","Takeda Pharmaceutical Company Limited, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",2482,895,1587,,,"January 25, 2013",the new drug application (NDA) for OSENI (NDA 22-426),1826
2015-11003,,,"Penn State Research Foundation and Massachusetts Institute of Technology, and the USPTO requested FDA's assistance in determining the patents' eligibility for patent term restoration",3692,3644,48,,,"September 18, 2012",NADA 141-339,
2015-10998,,"5,645,599","Paradigm Spine, LLC, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",2382,1787,595,,,"October 17, 2012",PMA P110008,1503
2015-11001,,"6,234,772","HeartWare, Inc",1667,973,694,,,"November 20, 2012","the date the investigational device exemption required under section 520(g) of the FD&C act for human tests to begin became effective April 30, 2008.
                

                    2. 
                    The date an application",818
